Index,X,Y,Z
2513,0.039169,-0.254211,-1.101654
2514,-0.002716,-0.163727,-1.002777
2515,-0.024155,-0.167252,-1.006073
2516,0.013687,-0.16954,-0.869308
2517,-0.090424,-0.219574,-0.928726
2518,-0.019028,-0.219589,-0.926926
2519,-0.078354,-0.226059,-1.018356
2520,-0.139648,-0.22226,-0.996704
2521,-0.066711,-0.173996,-0.823334
2522,-0.12886,-0.193085,-1.053604
2523,-0.117493,-0.224991,-0.955505
2524,-0.022507,-0.287857,-1.03064
2525,-0.058701,-0.226639,-0.942566
2526,-0.010422,-0.239243,-0.976379
2527,-0.003998,-0.282379,-0.929382
2528,-0.009338,-0.243362,-0.984406
2529,-0.033142,-0.212997,-0.977921
2530,-0.064407,-0.180389,-0.948975
2531,-0.038773,-0.178253,-0.916016
2532,-0.059448,-0.153091,-0.898544
2533,-0.042816,-0.206284,-0.971542
2534,-0.105453,-0.232178,-1.058594
2535,-0.114044,-0.256348,-0.979477
2536,-0.059616,-0.207352,-0.987122
2537,0.030609,-0.174362,-0.885025
2538,0.076431,-0.180756,-0.907639
2539,0.158401,-0.178223,-0.951691
2540,0.14975,-0.206421,-1.007721
2541,0.168655,-0.176453,-0.988876
2542,0.175415,-0.159241,-0.983032
2543,0.145233,-0.132294,-0.862579
2544,0.158966,-0.131485,-0.906143
2545,0.161545,-0.172272,-0.918365
2546,0.175446,-0.197327,-0.973053
2547,0.196869,-0.199478,-1.030533
2548,0.179489,-0.208557,-0.966156
2549,0.221191,-0.217789,-1.042709
2550,0.237579,-0.20224,-1.016876
2551,0.220276,-0.181076,-0.930344
2552,0.24527,-0.188293,-0.905441
2553,0.303253,-0.168304,-0.979568
2554,0.288834,-0.194473,-0.949646
2555,0.254211,-0.205002,-0.940979
2556,0.266266,-0.235962,-0.963547
2557,0.243835,-0.27504,-0.949402
2558,0.219025,-0.280563,-0.933548
2559,0.211502,-0.258072,-0.880234
2560,0.25946,-0.266006,-0.908157
2561,0.243866,-0.324448,-0.960114
2562,0.192581,-0.304932,-0.932831
2563,0.197128,-0.273605,-0.861053
2564,0.232788,-0.321152,-0.818466
2565,0.226074,-0.351089,-0.841766
2566,0.230713,-0.30687,-0.848709
2567,0.25296,-0.354523,-0.875793
2568,0.248627,-0.364609,-0.862946
2569,0.279739,-0.396606,-0.893402
2570,0.259949,-0.404526,-0.869644
2571,0.316437,-0.403976,-0.959534
2572,0.29689,-0.401443,-0.975464
2573,0.332916,-0.376236,-0.912445
2574,0.354538,-0.360168,-0.847824
2575,0.352524,-0.340958,-0.80867
2576,0.303406,-0.317444,-0.910202
2577,0.303024,-0.307648,-0.927444
2578,0.338531,-0.387161,-1.003693
2579,0.290253,-0.415543,-0.940308
2580,0.291946,-0.412354,-0.85675
2581,0.288666,-0.404861,-0.772629
2582,0.274765,-0.337494,-0.761841
2583,0.252411,-0.352615,-0.767624
2584,0.259613,-0.376038,-0.790207
2585,0.267242,-0.350525,-0.967422
2586,0.291901,-0.395508,-1.007599
2587,0.285614,-0.362061,-0.889008
2588,0.325211,-0.400833,-1.072189
2589,0.394058,-0.525131,-1.116882
2590,0.295746,-0.496338,-1.048492
2591,0.345413,-0.471497,-1.07663
2592,0.314102,-0.517059,-0.933868
2593,0.343002,-0.490311,-1.005417
2594,0.272705,-0.444305,-0.995407
2595,0.257675,-0.375549,-0.856216
2596,0.354248,-0.35675,-0.959915
2597,0.275513,-0.395554,-0.887421
2598,0.264603,-0.320984,-0.94751
2599,0.299866,-0.357224,-0.916763
2600,0.284607,-0.322922,-0.849182
2601,0.288513,-0.288757,-0.872772
2602,0.264816,-0.352478,-0.948532
2603,0.262589,-0.346451,-0.939987
2604,0.334641,-0.411255,-1.141937
2605,0.271805,-0.41481,-1.032944
2606,0.307831,-0.339966,-0.942596
2607,0.299957,-0.260788,-0.943527
2608,0.258392,-0.269745,-0.85817
2609,0.278397,-0.309753,-0.976608
2610,0.277008,-0.352509,-0.995651
2611,0.299835,-0.319824,-1.050217
2612,0.281662,-0.327347,-0.929016
2613,0.253372,-0.291382,-0.900864
2614,0.281601,-0.316055,-0.938049
2615,0.262222,-0.30191,-0.948853
2616,0.216263,-0.265305,-0.915894
2617,0.254364,-0.260178,-0.897034
2618,0.256012,-0.255356,-0.886887
2619,0.232574,-0.214996,-0.863358
2620,0.264313,-0.22998,-0.950439
2621,0.234741,-0.317047,-1.01358
2622,0.249405,-0.252014,-0.968231
2623,0.222336,-0.269867,-0.91069
2624,0.193695,-0.258026,-0.904297
2625,0.222977,-0.213867,-0.956757
2626,0.273819,-0.26889,-0.987396
2627,0.296249,-0.352463,-1.051193
2628,0.246674,-0.335327,-1.052429
2629,0.198334,-0.247131,-0.992691
2630,0.210434,-0.275589,-0.794113
2631,0.216888,-0.179901,-0.816971
2632,0.219391,-0.234558,-0.875214
2633,0.233902,-0.287994,-1.072235
2634,0.220657,-0.326889,-1.112778
2635,0.233231,-0.305634,-0.959045
2636,0.253616,-0.259018,-0.895035
2637,0.291092,-0.320984,-0.965622
2638,0.215057,-0.29007,-0.947678
2639,0.212067,-0.235229,-1.004166
2640,0.221313,-0.280243,-0.980103
2641,0.181046,-0.217957,-0.892609
2642,0.170319,-0.175858,-0.865509
2643,0.211792,-0.221603,-0.856262
2644,0.219635,-0.265671,-0.965714
2645,0.201187,-0.236343,-0.952133
2646,0.199936,-0.245895,-0.928802
2647,0.180786,-0.217529,-0.931595
2648,0.182693,-0.204895,-0.854797
2649,0.19902,-0.191345,-0.90239
2650,0.180756,-0.231018,-0.936813
2651,0.2034,-0.26442,-1.032776
2652,0.228363,-0.283691,-1.032578
2653,0.220688,-0.291031,-1.044998
2654,0.212601,-0.272934,-0.980499
2655,0.209,-0.273926,-0.894272
2656,0.174911,-0.241013,-0.840973
2657,0.197311,-0.272308,-0.92157
2658,0.174316,-0.283768,-0.936783
2659,0.185059,-0.276337,-0.923294
2660,0.159958,-0.258469,-0.852631
2661,0.188599,-0.264114,-0.812469
2662,0.208191,-0.25737,-0.897552
2663,0.194641,-0.310257,-0.896423
2664,0.241043,-0.366196,-1.004227
2665,0.220993,-0.351166,-1.029755
2666,0.238541,-0.394836,-0.99231
2667,0.194305,-0.316956,-0.804993
2668,0.211456,-0.29747,-0.820618
2669,0.155624,-0.313828,-0.815994
2670,0.204437,-0.341736,-0.90564
2671,0.174881,-0.348831,-0.896652
2672,0.241165,-0.408951,-0.910767
2673,0.268814,-0.454666,-1.040894
2674,0.257401,-0.479095,-1.045959
2675,0.247559,-0.463989,-0.969482
2676,0.24025,-0.412933,-0.873627
2677,0.24765,-0.410248,-1.027008
2678,0.213745,-0.431366,-0.937973
2679,0.211075,-0.444885,-1.027618
2680,0.174286,-0.42485,-0.905136
2681,0.175049,-0.358673,-0.751465
2682,0.251633,-0.424576,-0.998062
2683,0.177292,-0.471146,-0.877106
2684,0.246567,-0.386597,-0.891937
2685,0.240906,-0.568985,-1.11879
2686,0.179077,-0.416077,-0.545609
2687,0.118103,-0.257568,-0.647476
2688,0.095535,-0.315109,-0.827377
2689,0.136978,-0.40152,-0.876678
2690,0.158401,-0.405182,-0.747772
2691,0.235413,-0.415009,-0.939545
2692,0.289368,-0.586792,-1.122894
2693,0.208542,-0.433929,-0.804535
2694,0.242523,-0.417191,-0.775208
2695,0.273193,-0.516663,-0.845856
2696,0.249893,-0.479858,-0.979004
2697,0.388809,-0.715118,-1.425629
2698,0.270798,-0.748489,-1.038422
2699,0.260254,-0.529327,-0.986557
2700,0.150848,-0.304337,-0.51799
2701,0.29303,-0.476044,-0.804718
2702,0.297607,-0.638214,-1.043457
2703,0.376968,-0.582458,-1.209061
2704,0.287979,-0.656586,-0.992142
2705,0.209106,-0.537918,-0.832764
2706,0.182083,-0.419083,-0.77594
2707,0.059006,-0.274185,-0.701218
2708,-0.057175,-0.307755,-0.770294
2709,0.202103,-0.593674,-1.027374
2710,0.033066,-0.409668,-0.891922
2711,0.087738,-0.431503,-0.915817
2712,0.149277,-0.4133,-0.854141
2713,0.199066,-0.477356,-0.93663
2714,0.153076,-0.370529,-0.820328
2715,0.171112,-0.454605,-0.862015
2716,0.195847,-0.433838,-0.904602
2717,0.168991,-0.397202,-0.876846
2718,0.127945,-0.289536,-0.58812
2719,0.19809,-0.675858,-1.482315
2720,0.122009,-0.303513,-0.930054
2721,0.129379,-0.534225,-0.726318
2722,0.143051,-0.237885,-1.079285
2723,0.130066,-0.380463,-0.600662
2724,0.101028,-0.464523,-0.820801
2725,0.189972,-0.500031,-0.941422
2726,0.075211,-0.347321,-0.606293
2727,0.133804,-0.297348,-0.72789
2728,0.153549,-0.319672,-0.713516
2729,0.222305,-0.415024,-0.759842
2730,0.214127,-0.501846,-0.979828
2731,0.141891,-0.516129,-0.851151
2732,0.149155,-0.451279,-0.847717
2733,0.179871,-0.42131,-0.730286
2734,0.164124,-0.337601,-0.617172
2735,0.209473,-0.379074,-0.647156
2736,0.32811,-0.495636,-1.039734
2737,0.244934,-0.731613,-0.889664
2738,0.176025,-0.28656,-0.771881
2739,0.1651,-0.456482,-0.672699
2740,0.145966,-0.348923,-0.664642
2741,0.264191,-0.626572,-1.028793
2742,0.194641,-0.512711,-0.874512
2743,0.08609,-0.282516,-0.297241
2744,0.166245,-0.144287,-0.493759
2745,0.180206,-0.350128,-0.593613
2746,0.166519,-0.307358,-0.756805
2747,0.140091,-0.380234,-1.003281
2748,0.064606,-0.28775,-0.434647
2749,0.148788,-0.310989,-0.594559
2750,0.163208,-0.316528,-0.721817
2751,0.223099,-0.5401,-0.942139
2752,0.055069,-0.423645,-0.755066
2753,0.182495,-0.524979,-1.125092
2754,0.080795,-0.425507,-0.798752
2755,0.136551,-0.293015,-0.644318
2756,0.109299,-0.317154,-0.832367
2757,0.092239,-0.352676,-0.838165
2758,0.156845,-0.479385,-1.08577
2759,0.008194,-0.599258,-1.215027
2760,0.007568,-0.530716,-1.051437
2761,0.008026,-0.119354,-0.340424
2762,0.090454,-0.121445,-0.47435
2763,0.172302,-0.317825,-0.678192
2764,0.164734,-0.421799,-0.915771
2765,0.164536,-0.44635,-1.096832
2766,0.021652,-0.369797,-0.836975
2767,0.040421,-0.416138,-0.872421
2768,0.108612,-0.347412,-0.78508
2769,-0.028564,-0.391403,-0.92392
2770,-0.042603,-0.429855,-1.096451
2771,0.000015,-0.421921,-1.00145
2772,0.051819,-0.322418,-0.696106
2773,0.074051,-0.310333,-0.711456
2774,0.134659,-0.399597,-0.88179
2775,0.010956,-0.453629,-0.95369
2776,0.033081,-0.369919,-1.072739
2777,0.018585,-0.409363,-0.968369
2778,0.020187,-0.353271,-0.852661
2779,0.023666,-0.359833,-0.838776
2780,0.008453,-0.371323,-0.832504
2781,-0.049438,-0.41748,-0.942612
2782,-0.108185,-0.42775,-0.965942
2783,-0.125214,-0.385345,-0.927826
2784,-0.057358,-0.331802,-0.832901
2785,-0.103409,-0.325989,-0.774551
2786,0.010544,-0.396896,-1.016586
2787,0.046066,-0.44017,-1.043243
2788,-0.000656,-0.345398,-0.972549
2789,-0.054199,-0.341339,-0.993652
2790,-0.018677,-0.353821,-0.916824
2791,-0.030136,-0.353195,-0.954529
2792,-0.123642,-0.376404,-0.939941
2793,-0.086578,-0.315765,-0.930115
2794,-0.16745,-0.285797,-0.891556
2795,-0.114822,-0.312958,-0.860046
2796,-0.164841,-0.329285,-0.910278
2797,-0.15712,-0.349396,-0.922928
2798,-0.119141,-0.361298,-0.933136
2799,-0.125702,-0.376907,-0.950119
2800,-0.17836,-0.40976,-0.959076
2801,-0.172562,-0.348282,-0.939636
2802,-0.211426,-0.310898,-0.920517
2803,-0.190353,-0.30603,-0.842178
2804,-0.155243,-0.336655,-0.879822
2805,-0.163376,-0.355118,-0.928101
2806,-0.127823,-0.365707,-0.944672
2807,-0.103455,-0.33902,-0.913651
2808,-0.135361,-0.393433,-0.993256
2809,-0.125259,-0.375534,-0.860443
2810,-0.09613,-0.315613,-0.874863
2811,-0.099686,-0.323349,-0.908264
2812,-0.098801,-0.366882,-0.910721
2813,-0.136688,-0.336411,-0.917465
2814,-0.12767,-0.278015,-0.922745
2815,-0.121826,-0.359421,-0.958237
2816,-0.132324,-0.267365,-0.866638
2817,-0.155487,-0.344086,-0.813217
2818,-0.220337,-0.389282,-1.00383
2819,-0.278915,-0.312119,-0.934937
2820,-0.228592,-0.321426,-0.918442
2821,-0.258789,-0.343521,-0.862488
2822,-0.19751,-0.35025,-0.986511
2823,-0.309738,-0.331177,-0.926224
2824,-0.345963,-0.288055,-0.886658
2825,-0.219742,-0.291702,-0.852127
2826,-0.191467,-0.309448,-0.869873
2827,-0.238297,-0.293564,-0.92572
2828,-0.258133,-0.320206,-0.996887
2829,-0.223953,-0.246658,-0.981323
2830,-0.268234,-0.299454,-0.918137
2831,-0.226639,-0.272415,-0.895844
2832,-0.210556,-0.259201,-0.905594
2833,-0.222626,-0.31778,-0.898941
2834,-0.252747,-0.345963,-0.928024
2835,-0.253036,-0.320984,-0.934204
2836,-0.243317,-0.33902,-0.901001
2837,-0.243179,-0.32634,-0.901169
2838,-0.25824,-0.31781,-0.942963
2839,-0.264221,-0.294052,-0.948685
2840,-0.266434,-0.315598,-0.933899
2841,-0.281952,-0.332565,-0.904297
2842,-0.245605,-0.296463,-0.914612
2843,-0.214691,-0.288559,-0.918549
2844,-0.220383,-0.323746,-0.901352
2845,-0.241974,-0.319748,-0.910873
2846,-0.220337,-0.30336,-0.937592
2847,-0.226318,-0.302872,-0.938782
2848,-0.237457,-0.315063,-0.923676
2849,-0.212524,-0.333298,-0.91777
2850,-0.205124,-0.313965,-0.926697
2851,-0.216415,-0.326553,-0.93869
2852,-0.201889,-0.315506,-0.93811
2853,-0.218369,-0.323532,-0.927261
2854,-0.237106,-0.303223,-0.924286
2855,-0.187134,-0.33226,-0.952408
2856,-0.058823,-0.326202,-0.899765
2857,0.030411,-0.312897,-0.937561
2858,0.111801,-0.3797,-0.8871
2859,0.052765,-0.344742,-0.952744
2860,0.045792,-0.295456,-0.951508
2861,-0.011124,-0.336014,-0.933487
2862,-0.120804,-0.348267,-0.938629
2863,-0.131882,-0.317932,-0.907913
2864,-0.044556,-0.332855,-0.954987
2865,0.047134,-0.325989,-0.924652
2866,0.07724,-0.343292,-0.918381
2867,0.066483,-0.326355,-0.925568
2868,0.055527,-0.304794,-0.936768
2869,0.062637,-0.322922,-0.940399
2870,0.098511,-0.315628,-0.946365
2871,0.097382,-0.341507,-0.933838
2872,0.122894,-0.322952,-0.960526
2873,0.158478,-0.324554,-0.914078
2874,0.236725,-0.293839,-0.958282
2875,0.268082,-0.307144,-0.939285
2876,0.265076,-0.309738,-0.919876
2877,0.245148,-0.302811,-0.928009
2878,0.227829,-0.316483,-0.931442
2879,0.225174,-0.318375,-0.942947
2880,0.225266,-0.314575,-0.934616
2881,0.202026,-0.321289,-0.921112
2882,0.198746,-0.322617,-0.933136
2883,0.216537,-0.322189,-0.942947
2884,0.201508,-0.318115,-0.950623
2885,0.20578,-0.313843,-0.931732
2886,0.206772,-0.301651,-0.925659
2887,0.222229,-0.298553,-0.911682
2888,0.23819,-0.314484,-0.930756
2889,0.238861,-0.334808,-0.970016
2890,0.255417,-0.319885,-0.949646
2891,0.261993,-0.312592,-0.964264
2892,0.271255,-0.344162,-0.983185
2893,0.251694,-0.35144,-0.968887
2894,0.276108,-0.298828,-0.917755
2895,0.19397,-0.348358,-0.923325
2896,0.249374,-0.323502,-0.913651
2897,0.278458,-0.29187,-0.879883
2898,0.257187,-0.331329,-0.91008
2899,0.219315,-0.332642,-0.93602
2900,0.268524,-0.355118,-0.948517
2901,0.270218,-0.340759,-0.938919
2902,0.238678,-0.328873,-0.907822
2903,0.23703,-0.331329,-0.952286
2904,0.253937,-0.326279,-0.938095
2905,0.24086,-0.317429,-0.949402
2906,0.227982,-0.315384,-0.921188
2907,0.222794,-0.301483,-0.958206
2908,0.222549,-0.322205,-1.022751
2909,0.193634,-0.330292,-1.011551
2910,0.195709,-0.285645,-0.794952
2911,0.23967,-0.280823,-0.93602
2912,0.222595,-0.249695,-0.732056
2913,0.211334,-0.251862,-0.9207
2914,0.247849,-0.316437,-0.888123
2915,0.21167,-0.33049,-0.980743
2916,0.148743,-0.245819,-0.823944
2917,0.151398,-0.197174,-0.878571
2918,0.078201,-0.304245,-0.758087
2919,0.055756,-0.372208,-0.989899
2920,0.026901,-0.249329,-0.842133
2921,-0.019592,-0.307419,-1.020065
2922,-0.037231,-0.388733,-0.806686
2923,-0.025543,-0.331314,-1.013229
2924,-0.027908,-0.211456,-0.728439
2925,0.003632,-0.301941,-0.863663
2926,-0.007202,-0.300339,-0.934616
2927,-0.022339,-0.401108,-1.036835
2928,-0.080948,-0.469894,-1.043671
2929,-0.063324,-0.407776,-0.938263
2930,-0.053131,-0.355377,-0.915649
2931,-0.050644,-0.36499,-0.831161
2932,-0.045273,-0.492111,-1.024139
2933,-0.061035,-0.432541,-1.021561
2934,-0.051346,-0.447739,-0.980103
2935,-0.067398,-0.359283,-0.783524
2936,-0.081192,-0.370453,-0.86528
2937,-0.128128,-0.446335,-0.840042
2938,-0.12149,-0.435013,-0.811157
2939,-0.115677,-0.413177,-1.11882
2940,-0.119537,-0.477127,-0.925888
2941,-0.060135,-0.405533,-0.846848
2942,-0.049377,-0.429031,-0.88858
2943,-0.086197,-0.417038,-0.880157
2944,-0.098267,-0.388443,-0.912018
2945,-0.056442,-0.513428,-0.980682
2946,-0.046692,-0.475159,-0.884064
2947,-0.08931,-0.420547,-0.797134
2948,-0.060654,-0.486984,-0.836288
2949,-0.085693,-0.452301,-0.856308
2950,-0.083801,-0.423477,-0.927246
2951,-0.089478,-0.471115,-0.940582
2952,-0.101532,-0.477051,-0.880096
2953,-0.078125,-0.419296,-0.853729
2954,-0.074692,-0.440552,-0.887512
2955,-0.072922,-0.499634,-0.880692
2956,-0.082062,-0.488663,-0.919846
2957,-0.071091,-0.436325,-0.880066
2958,-0.076035,-0.446426,-0.828674
2959,-0.077972,-0.48671,-0.944916
2960,-0.085861,-0.537354,-0.943665
2961,-0.064758,-0.5755,-0.956512
2962,0.043457,-0.546936,-0.937134
2963,0.028397,-0.537552,-0.871414
2964,0.026764,-0.596954,-0.868393
2965,0.015121,-0.589417,-0.91188
2966,-0.084152,-0.510803,-0.898636
2967,-0.074905,-0.541199,-0.895584
2968,-0.061523,-0.499832,-0.890625
2969,-0.175323,-0.497253,-0.89444
2970,-0.086761,-0.430206,-0.916992
2971,-0.122208,-0.406982,-0.947922
2972,-0.075516,-0.36113,-0.919876
2973,-0.052643,-0.408661,-0.944031
2974,-0.050537,-0.397888,-0.982162
2975,-0.04451,-0.37326,-0.924271
2976,-0.045319,-0.346085,-0.817947
2977,-0.007065,-0.34906,-0.93483
2978,0.023087,-0.382477,-0.947662
2979,-0.116013,-0.391953,-1.121948
2980,-0.124619,-0.41835,-1.298019
2981,-0.448624,-0.401566,-0.564957
2982,-0.065598,-0.481979,-0.747314
2983,-0.208115,-0.209076,-0.393951
2984,-0.371033,-0.14209,-1.475052
2985,-0.286179,-0.519424,-0.748169
2986,-0.302887,-0.399765,-0.937546
2987,-0.354706,-0.511932,-0.872818
2988,-0.462448,-0.337814,-0.713562
2989,-0.335434,-0.369064,-0.773041
2990,-0.362839,-0.259094,-0.71817
2991,-0.475464,-0.515778,-0.989731
2992,-0.50415,-0.406158,-0.887482
2993,-0.419907,-0.449387,-0.936203
2994,-0.469894,-0.457108,-0.896103
2995,-0.38765,-0.291519,-0.652847
2996,-0.330231,-0.317703,-0.86142
2997,-0.40625,-0.450867,-0.88797
2998,-0.373199,-0.353104,-0.900955
2999,-0.38591,-0.348312,-1.011978
3000,-0.449799,-0.434662,-0.998047
3001,-0.377823,-0.362045,-0.848984
3002,-0.381134,-0.405228,-0.922897
3003,-0.368286,-0.309143,-0.933914
3004,-0.411957,-0.384979,-0.99527
3005,-0.331253,-0.337082,-0.881165
3006,-0.33551,-0.331329,-0.913635
3007,-0.286499,-0.293915,-0.693253
3008,-0.26857,-0.420013,-0.832443
3009,-0.277328,-0.44838,-0.924332
3010,-0.238968,-0.326904,-1.007339
3011,-0.36673,-0.285461,-0.960754
3012,-0.347946,-0.355682,-0.970627
3013,-0.356216,-0.384644,-0.979248
3014,-0.332581,-0.380524,-1.085846
3015,-0.254852,-0.259064,-0.922485
3016,-0.254547,-0.406357,-0.897858
3017,-0.291183,-0.534348,-1.140381
3018,-0.18634,-0.313751,-0.85849
3019,-0.064392,-0.346802,-0.784988
3020,-0.08638,-0.349884,-0.790085
3021,-0.112534,-0.254562,-0.864426
3022,-0.155106,-0.265488,-0.932571
3023,-0.240997,-0.295059,-0.957672
3024,-0.281815,-0.246521,-0.984756
3025,-0.229675,-0.270721,-0.810425
3026,-0.171524,-0.241364,-0.845215
3027,-0.210327,-0.266998,-0.883835
3028,-0.221588,-0.314972,-0.904953
3029,-0.163757,-0.230927,-0.838409
3030,-0.144821,-0.265869,-0.942429
3031,-0.151794,-0.229202,-0.880966
3032,-0.165527,-0.259705,-1.059189
3033,-0.207748,-0.227982,-1.032333
3034,-0.225235,-0.195267,-1.062592
3035,-0.235077,-0.155579,-1.032242
3036,-0.225769,-0.165985,-0.90773
3037,-0.233734,-0.140488,-0.96936
3038,-0.216003,-0.125397,-1.032303
3039,-0.221359,-0.15625,-1.002029
3040,-0.198944,-0.119843,-1.023941
3041,-0.204269,-0.160629,-1.0056
3042,-0.195724,-0.119034,-0.948883
3043,-0.158661,-0.055771,-0.930084
3044,-0.173065,-0.111572,-1.038361
3045,-0.212158,-0.213379,-0.960571
3046,-0.194046,-0.165558,-1.094788
3047,-0.149261,-0.14238,-1.053101
3048,-0.090729,-0.119583,-1.045227
3049,-0.087158,-0.117706,-0.917038
3050,-0.099808,-0.105316,-0.920929
3051,-0.156067,-0.091248,-1.00383
3052,-0.119858,-0.142532,-1.059479
3053,-0.123123,-0.173615,-1.017059
3054,-0.12323,-0.103607,-0.905609
3055,-0.087433,-0.115143,-1.018326
3056,-0.102829,-0.13324,-1.020355
3057,-0.096375,-0.089035,-0.933151
3058,-0.096268,-0.076584,-0.96257
3059,-0.08194,-0.125595,-0.975006
3060,-0.104248,-0.153366,-1.070877
3061,-0.121658,-0.090851,-1.109207
3062,-0.150436,-0.18071,-1.05574
3063,-0.109299,-0.125198,-1.019669
3064,-0.113144,-0.082428,-1.026047
3065,-0.139206,-0.037827,-0.929749
3066,-0.13414,-0.065765,-0.981003
3067,-0.110199,-0.09639,-1.042252
3068,-0.174713,-0.111755,-1.056152
3069,-0.058182,-0.187012,-1.070892
3070,0.012756,-0.163467,-1.102341
3071,-0.058151,-0.104004,-0.985199
3072,0.022934,-0.187653,-0.902512
3073,0.130997,-0.168472,-1.021729
3074,0.167252,-0.173004,-1.040253
3075,0.130142,-0.163177,-1.082108
3076,0.031799,-0.112946,-1.021225
3077,0.028748,-0.132614,-1.021805
3078,0.036697,-0.116165,-0.885635
3079,0.078903,-0.149521,-0.923813
3080,0.096283,-0.209122,-1.015808
3081,0.098389,-0.258224,-1.082001
3082,0.101608,-0.264954,-1.05394
3083,0.093887,-0.249832,-0.954803
3084,0.097961,-0.252533,-0.904694
3085,0.118393,-0.232025,-0.925247
3086,0.141953,-0.243805,-0.983307
3087,0.148972,-0.309464,-1.009018
3088,0.132477,-0.251816,-1.030289
3089,0.10788,-0.237198,-0.876663
3090,0.124084,-0.212433,-0.825485
3091,0.14505,-0.250015,-0.853043
3092,0.15062,-0.311172,-1.046387
3093,0.109467,-0.346588,-1.102066
3094,0.09697,-0.381409,-0.981766
3095,0.111145,-0.373672,-0.908508
3096,0.116272,-0.282516,-0.88913
3097,0.131073,-0.302765,-0.881149
3098,0.174911,-0.349716,-0.945114
3099,0.141174,-0.337051,-0.948486
3100,0.128052,-0.368713,-0.865234
3101,0.071014,-0.323593,-0.928131
3102,0.067291,-0.406219,-0.957169
3103,-0.065582,-0.361176,-0.874359
3104,-0.149796,-0.363266,-0.847931
3105,-0.436218,-0.310089,-0.944138
3106,-0.353226,-0.276337,-0.989349
3107,-0.192719,-0.304947,-0.869186
3108,-0.097046,-0.400772,-0.920639
3109,-0.052261,-0.334869,-0.889221
3110,-0.101944,-0.319077,-0.855133
3111,-0.084793,-0.347565,-0.925598
3112,-0.090836,-0.358597,-0.960983
3113,-0.100998,-0.336609,-0.975372
3114,-0.115173,-0.345032,-0.951645
3115,-0.121185,-0.327393,-1.000443
3116,-0.120956,-0.361038,-0.97406
3117,-0.106277,-0.378525,-0.893646
3118,-0.091812,-0.338943,-0.863785
3119,-0.102173,-0.366608,-0.944748
3120,-0.115616,-0.398483,-0.895447
3121,-0.078949,-0.394836,-0.922897
3122,-0.091293,-0.395493,-0.93808
3123,-0.106934,-0.418045,-0.892395
3124,-0.108292,-0.38237,-0.942032
3125,-0.158981,-0.341431,-0.922607
3126,-0.230606,-0.362503,-0.911682
3127,-0.192368,-0.35376,-0.921371
3128,-0.286682,-0.344467,-0.96315
3129,-0.219681,-0.340561,-0.848846
3130,-0.22493,-0.356262,-0.88797
3131,-0.21315,-0.389984,-0.908936
3132,-0.205154,-0.37677,-0.947113
3133,-0.228241,-0.329208,-0.876129
3134,-0.214249,-0.334366,-0.925171
3135,-0.29274,-0.385422,-0.992096
3136,-0.214783,-0.295212,-0.929779
3137,-0.194763,-0.316803,-0.915222
3138,-0.249756,-0.368332,-0.859894
3139,-0.245529,-0.32106,-0.922287
3140,-0.212265,-0.344421,-0.909805
3141,-0.22171,-0.317505,-0.913116
3142,-0.214096,-0.330719,-0.922974
3143,-0.210266,-0.332199,-0.934189
3144,-0.16124,-0.324692,-0.913422
3145,-0.168671,-0.316406,-0.912491
3146,-0.133057,-0.335831,-0.903168
3147,-0.085022,-0.331573,-0.883911
3148,-0.058151,-0.306595,-0.933762
3149,-0.059982,-0.392899,-0.933105
3150,-0.063248,-0.412033,-0.933548
3151,-0.082321,-0.287216,-0.817734
3152,-0.115494,-0.263718,-0.801956
3153,-0.142197,-0.353592,-0.875671
3154,-0.153549,-0.297134,-0.942276
3155,-0.175232,-0.301132,-0.917892
3156,-0.157379,-0.293121,-0.91301
3157,-0.164764,-0.302795,-0.898132
3158,-0.197037,-0.306519,-0.872162
3159,-0.187851,-0.326157,-0.903305
3160,-0.185394,-0.344193,-0.911469
3161,-0.157898,-0.371155,-0.957718
3162,-0.162354,-0.367523,-0.964935
3163,-0.176086,-0.357498,-0.96315
3164,-0.164169,-0.349243,-0.920898
3165,-0.155167,-0.32814,-0.908737
3166,-0.167938,-0.307816,-0.921646
3167,-0.159058,-0.286697,-0.951981
3168,-0.141724,-0.291733,-0.913589
3169,-0.139877,-0.271622,-0.932266
3170,-0.15509,-0.262466,-0.911957
3171,-0.160309,-0.300034,-0.926727
3172,-0.159973,-0.314056,-0.950714
3173,-0.165009,-0.307922,-0.991989
3174,-0.160721,-0.325439,-0.976364
3175,-0.174896,-0.308289,-0.907837
3176,-0.19928,-0.28746,-0.908096
3177,-0.177872,-0.2733,-0.945709
3178,-0.111847,-0.299316,-0.946411
3179,-0.092361,-0.339951,-0.921722
3180,-0.089813,-0.29834,-0.956345
3181,-0.040497,-0.312973,-0.962997
3182,-0.014755,-0.310715,-0.938995
3183,-0.020691,-0.329483,-0.917648
3184,-0.008392,-0.295013,-0.93338
3185,-0.034714,-0.298859,-0.931549
3186,-0.116928,-0.271896,-0.947937
3187,-0.152451,-0.268219,-0.970932
3188,-0.157349,-0.268753,-0.942413
3189,-0.131866,-0.294647,-0.952759
3190,-0.142319,-0.238052,-0.934189
3191,-0.129837,-0.275116,-0.948456
3192,-0.12471,-0.271729,-0.934692
3193,-0.075745,-0.272598,-0.951569
3194,-0.096542,-0.295868,-0.943405
