Index,X,Y,Z
5850,-0.36998,-0.257919,-0.935593
5851,-0.334503,-0.209808,-0.943848
5852,-0.378754,-0.241211,-0.918152
5853,-0.290619,-0.31958,-0.776947
5854,-0.274765,-0.268585,-0.83226
5855,-0.366455,-0.223099,-0.888916
5856,-0.437042,-0.238266,-0.881485
5857,-0.408524,-0.279648,-1.00354
5858,-0.369614,-0.238861,-0.976868
5859,-0.307098,-0.319809,-0.821609
5860,-0.333542,-0.303314,-0.840973
5861,-0.336075,-0.415222,-0.899597
5862,-0.20256,-0.404144,-0.882568
5863,-0.204834,-0.334091,-0.692261
5864,-0.198212,-0.236588,-0.655334
5865,-0.267365,-0.307678,-0.938736
5866,-0.302597,-0.429016,-0.984222
5867,-0.261536,-0.274155,-1.00061
5868,-0.252487,-0.305695,-0.935822
5869,-0.306549,-0.347717,-1.018753
5870,-0.353882,-0.42276,-0.915146
5871,-0.261902,-0.302048,-0.904099
5872,-0.287354,-0.395279,-0.853424
5873,-0.269714,-0.489166,-0.827148
5874,-0.314117,-0.42482,-0.852158
5875,-0.356644,-0.332474,-0.873566
5876,-0.361389,-0.371674,-0.865936
5877,-0.344208,-0.342438,-0.873795
5878,-0.352737,-0.340057,-0.885376
5879,-0.356308,-0.362335,-0.885315
5880,-0.326828,-0.342712,-0.863083
5881,-0.301743,-0.347122,-0.867691
5882,-0.311127,-0.374847,-0.853622
5883,-0.269363,-0.38179,-0.914337
5884,-0.258331,-0.377396,-0.913193
5885,-0.218887,-0.343307,-0.920319
5886,-0.251816,-0.382004,-0.905029
5887,-0.193893,-0.351547,-0.902756
5888,-0.24527,-0.324326,-0.896027
5889,-0.290359,-0.3564,-0.90274
5890,-0.317886,-0.384857,-0.89476
5891,-0.318222,-0.360962,-0.884079
5892,-0.295532,-0.371979,-0.899323
5893,-0.265106,-0.34375,-0.869629
5894,-0.254745,-0.388992,-0.906738
5895,-0.268188,-0.363083,-0.901886
5896,-0.281021,-0.369827,-0.889603
5897,-0.275787,-0.361496,-0.891129
5898,-0.294769,-0.386292,-0.876663
5899,-0.220383,-0.402588,-0.945236
5900,-0.139465,-0.31662,-0.914978
5901,-0.03804,-0.167984,-0.952347
5902,0.023117,-0.180161,-0.946701
5903,-0.106445,-0.362442,-0.976379
5904,-0.046661,-0.153397,-0.984116
5905,-0.10817,-0.182236,-0.937241
5906,-0.135773,-0.292374,-0.955078
5907,-0.260788,-0.334122,-0.916656
5908,-0.137375,-0.200531,-0.950058
5909,-0.155396,-0.232422,-0.960388
5910,-0.171921,-0.250519,-0.94722
5911,-0.149063,-0.23262,-0.951431
5912,-0.140335,-0.200302,-0.962875
5913,-0.169037,-0.2258,-0.953537
5914,-0.169495,-0.24173,-0.955399
5915,-0.159332,-0.225021,-0.956955
5916,-0.157654,-0.224243,-0.951569
5917,-0.159164,-0.223969,-0.95665
5918,-0.158066,-0.243378,-0.956009
5919,-0.167557,-0.242172,-0.979233
5920,-0.159286,-0.235199,-0.951096
5921,-0.163239,-0.234741,-0.928238
5922,-0.160049,-0.235062,-0.944427
5923,-0.168854,-0.203156,-0.95845
5924,-0.169357,-0.223434,-0.963455
5925,-0.175934,-0.211563,-0.963715
5926,-0.156662,-0.255692,-0.96019
5927,-0.171402,-0.212341,-0.940094
5928,-0.161316,-0.237442,-0.94046
5929,-0.15715,-0.222,-0.948486
5930,-0.166107,-0.213211,-0.966049
5931,-0.163895,-0.234406,-0.962158
5932,-0.166199,-0.233185,-0.96257
5933,-0.16777,-0.232788,-0.957382
5934,-0.167725,-0.223969,-0.951431
5935,-0.166061,-0.220215,-0.944611
5936,-0.171188,-0.214371,-0.941483
5937,-0.151352,-0.236313,-0.945587
5938,-0.164444,-0.196167,-0.98143
5939,-0.172104,-0.261063,-0.968765
5940,-0.171967,-0.216721,-0.956177
5941,-0.153198,-0.222168,-0.934601
5942,-0.163895,-0.240356,-0.94368
5943,-0.168411,-0.230103,-0.962906
5944,-0.156479,-0.219589,-0.967377
5945,-0.177017,-0.222809,-0.962326
5946,-0.175995,-0.228027,-0.960175
5947,-0.162689,-0.229553,-0.958008
5948,-0.17099,-0.225784,-0.941162
5949,-0.167587,-0.226135,-0.961426
5950,-0.158142,-0.225403,-0.976669
5951,-0.175507,-0.223602,-0.955093
5952,-0.171204,-0.240585,-0.968231
5953,-0.163193,-0.234421,-0.954315
5954,-0.167755,-0.220306,-0.945496
5955,-0.166519,-0.214371,-0.938843
5956,-0.16658,-0.225967,-0.947342
5957,-0.166977,-0.209991,-0.938034
5958,-0.170807,-0.212692,-0.966171
5959,-0.16246,-0.239334,-0.966675
5960,-0.175415,-0.22876,-0.950485
5961,-0.178833,-0.223984,-0.933655
5962,-0.16333,-0.220413,-0.943924
5963,-0.163132,-0.22377,-0.96196
5964,-0.158096,-0.229477,-0.965973
5965,-0.185669,-0.214539,-0.963333
5966,-0.169846,-0.23175,-0.947678
5967,-0.148331,-0.23288,-0.942352
5968,-0.169022,-0.226105,-0.950241
5969,-0.177017,-0.220291,-0.952774
5970,-0.153625,-0.232178,-0.957001
5971,-0.165009,-0.232346,-0.976395
5972,-0.192841,-0.226547,-0.968765
5973,-0.184525,-0.224884,-0.949249
5974,-0.155319,-0.226578,-0.941132
5975,-0.160172,-0.218826,-0.945206
5976,-0.174469,-0.203644,-0.950424
5977,-0.16095,-0.225266,-0.965149
5978,-0.206421,-0.240829,-0.976883
5979,-0.168655,-0.230927,-0.95752
5980,-0.14035,-0.220795,-0.945297
5981,-0.163147,-0.228806,-0.945557
5982,-0.181107,-0.209244,-0.950043
5983,-0.162613,-0.224258,-0.964996
5984,-0.172058,-0.228928,-0.971893
5985,-0.180847,-0.218857,-0.954727
5986,-0.164841,-0.228394,-0.944885
5987,-0.161606,-0.215805,-0.93869
5988,-0.164566,-0.236832,-0.974014
5989,-0.101837,-0.228729,-0.948761
5990,-0.167145,-0.281799,-0.91861
5991,-0.142105,-0.314972,-0.897339
5992,-0.208832,-0.28389,-1.039291
5993,-0.026566,-0.187637,-0.967361
5994,0.017105,-0.306061,-0.983368
5995,-0.095657,-0.23233,-0.94136
5996,-0.240891,-0.330536,-0.922714
5997,-0.228363,-0.068405,-0.979965
5998,-0.255386,-0.082901,-0.949829
5999,-0.09375,0.070358,-1.017334
6000,-0.203125,-0.298981,-0.837631
6001,-0.179886,-0.204575,-1.155182
6002,0.228058,-0.044724,-1.540436
6003,-0.005112,-0.246933,-0.889816
6004,-0.253845,-0.157547,-0.750595
6005,-0.299301,-0.014359,-0.513367
6006,0.330917,-0.062119,-1.049179
6007,-0.328537,-0.066284,-0.843658
6008,-0.335342,-0.296616,-0.965225
6009,-0.448257,-0.379135,-0.766281
6010,-0.362686,-0.210434,-0.919449
6011,-0.356659,0.111862,-0.988892
6012,-0.372971,-0.063522,-0.961807
6013,-0.457367,-0.140686,-0.941101
6014,-0.4617,-0.073898,-0.906036
6015,-0.369278,-0.114639,-0.895493
6016,-0.368271,-0.173889,-0.882172
6017,-0.361771,-0.223923,-0.901688
6018,-0.353424,-0.183517,-0.891098
6019,-0.345779,-0.160751,-0.958511
6020,-0.391922,-0.16864,-0.892502
6021,-0.396362,-0.165924,-0.933655
6022,-0.366699,-0.162949,-0.914871
6023,-0.381531,-0.204239,-0.907394
6024,-0.356079,-0.150696,-0.919067
6025,-0.372452,-0.18721,-0.905426
6026,-0.384048,-0.180405,-0.906647
6027,-0.362854,-0.150299,-0.92363
6028,-0.347855,-0.181259,-0.901062
6029,-0.353867,-0.17421,-0.881088
6030,-0.345062,-0.174637,-0.979065
6031,-0.33194,-0.130356,-0.932358
6032,-0.35173,-0.196365,-0.917084
6033,-0.342239,-0.189789,-0.905533
6034,-0.326736,-0.164413,-0.92244
6035,-0.303329,-0.167526,-0.946274
6036,-0.323929,-0.118958,-0.939667
6037,-0.323639,-0.167892,-0.914642
6038,-0.329636,-0.178955,-0.910431
6039,-0.381149,-0.173996,-0.949677
6040,-0.336548,-0.114883,-0.925049
6041,-0.313126,-0.211639,-0.943817
6042,-0.267303,-0.23259,-0.919464
6043,-0.310181,-0.157806,-0.902802
6044,-0.353195,-0.104858,-0.943863
6045,-0.328644,-0.130661,-0.92305
6046,-0.332138,-0.183975,-0.946671
6047,-0.361542,-0.195847,-0.875519
6048,-0.25444,-0.200943,-0.986053
6049,-0.323822,0.04126,-0.947266
6050,-0.28743,0.120956,-0.916687
6051,-0.118271,-0.222092,-0.910538
6052,-0.13176,-0.059998,-0.947968
6053,-0.009033,-0.046463,-1.029907
6054,0.027664,0.056305,-0.98761
6055,0.001785,-0.04277,-1.054565
6056,-0.048737,0.02327,-0.980072
6057,-0.097092,-0.148392,-0.99826
6058,0.118942,-0.10321,-1.100113
6059,0.070114,0.01622,-1.041061
6060,0.126511,0.033752,-1.076797
6061,0.074783,-0.059692,-0.971939
6062,-0.031403,-0.041107,-1.011734
6063,-0.033813,-0.030807,-0.98526
6064,-0.005417,-0.036591,-1.004303
6065,-0.040771,0.054764,-1.120941
6066,0.051437,0.006592,-1.072922
6067,-0.020477,-0.002319,-1.00885
6068,-0.001801,-0.02446,-0.993011
6069,0.006287,0.001511,-0.983093
6070,0.032364,0.009735,-1.016846
6071,0.069214,-0.007126,-1.002533
6072,0.117126,0.007233,-1.01239
6073,0.185684,0.04158,-1.051971
6074,0.221542,0.042694,-1.002182
6075,0.237091,0.017654,-0.960739
6076,0.271179,0.048325,-0.969254
6077,0.245392,0.050369,-0.957611
6078,0.229065,0.006805,-0.968277
6079,0.090027,0.015839,-0.991959
6080,0.086823,-0.008987,-0.98175
6081,0.168121,0.063675,-1.027267
6082,0.142349,0.002197,-0.991867
6083,0.176865,-0.013412,-1.08783
6084,0.169357,0.008423,-1.084412
6085,0.167755,0.03949,-1.115662
6086,0.182831,0.005371,-1.0466
6087,0.125153,-0.016953,-0.924561
6088,0.171982,0.050644,-1.034805
6089,0.119797,-0.020691,-1.031998
6090,0.10466,0.002762,-1.03157
6091,0.114899,0.01973,-0.954849
6092,0.118469,-0.005524,-0.931061
6093,0.113434,-0.00856,-0.989807
6094,0.127594,0.008713,-0.995483
6095,0.124771,0.047867,-0.964203
6096,0.264038,0.012131,-0.958282
6097,0.082428,0.022156,-1.019623
6098,0.070389,0.026108,-0.99176
6099,0.006409,0.089722,-1.001663
6100,-0.008682,-0.064117,-1.068634
6101,0.024994,-0.115448,-1.004715
6102,0.010971,-0.070679,-1.036316
6103,-0.002182,-0.098419,-0.905334
6104,0.050095,-0.101349,-1.110153
6105,0.01564,-0.110306,-1.017166
6106,0.095001,-0.008896,-1.047592
6107,0.113464,0.013199,-0.936981
6108,0.13385,-0.049423,-0.930222
6109,0.106232,-0.098221,-0.974915
6110,0.083191,-0.09642,-1.097885
6111,0.041611,-0.097214,-1.077545
6112,0.042114,-0.103165,-1.216476
6113,0.050232,-0.1091,-0.901245
6114,0.115677,-0.009659,-0.960724
6115,0.022385,-0.066223,-0.869095
6116,0.14624,-0.114197,-0.991623
6117,0.079681,-0.08519,-0.999832
6118,0.046509,-0.01384,-1.054352
6119,-0.000244,-0.0746,-1.035294
6120,-0.040482,-0.044189,-0.881287
6121,0.00885,-0.079727,-0.848434
6122,-0.077774,-0.075043,-0.882294
6123,-0.041183,-0.057343,-0.981247
6124,-0.046753,-0.02652,-1.012222
6125,-0.041687,-0.130341,-0.976166
6126,-0.087357,-0.043289,-0.987595
6127,-0.101532,-0.09848,-0.937759
6128,-0.01712,-0.268921,-1.144638
6129,-0.084564,-0.1763,-1.121109
6130,-0.159149,-0.247482,-1.117142
6131,-0.174759,-0.161148,-1.075409
6132,-0.134933,-0.167892,-0.928329
6133,-0.232498,-0.12439,-0.949524
6134,-0.135086,-0.185013,-1.020752
6135,-0.133682,-0.111816,-1.004684
6136,-0.092667,-0.094666,-1.056168
6137,-0.314423,-0.350571,-1.110413
6138,-0.148087,-0.121048,-0.863708
6139,-0.076569,-0.151031,-0.869446
6140,-0.105209,-0.120316,-0.939774
6141,-0.137131,-0.178558,-1.006851
6142,-0.149048,-0.130539,-1.011551
6143,-0.132355,-0.079636,-0.886627
6144,-0.102097,-0.112274,-0.988617
6145,-0.166611,-0.122406,-1.053848
6146,-0.172821,-0.100616,-1.041977
6147,-0.158417,-0.162125,-0.994308
6148,-0.158005,-0.101639,-0.895615
6149,-0.129379,-0.140488,-0.937836
6150,-0.16301,-0.097412,-1.008591
6151,-0.134613,-0.116928,-0.970856
6152,-0.193069,-0.124939,-1.012939
6153,-0.20726,-0.096146,-0.92131
6154,-0.221634,-0.110886,-0.963898
6155,-0.228836,-0.193939,-1.038895
6156,-0.365067,-0.239716,-0.893875
6157,-0.472412,-0.221878,-1.043793
6158,-0.204391,-0.177551,-0.98262
6159,-0.107452,-0.208145,-0.814728
6160,-0.178192,-0.112198,-0.94162
6161,-0.191315,-0.166412,-0.933945
6162,-0.19754,-0.128601,-0.903503
6163,-0.122223,-0.1642,-0.973236
6164,-0.24408,-0.182114,-0.987991
6165,-0.202637,-0.139008,-1.078094
6166,-0.202774,-0.168213,-1.087845
6167,-0.186752,-0.164215,-0.959274
6168,-0.176865,-0.155945,-0.998657
6169,-0.196426,-0.164993,-0.876419
6170,-0.24144,-0.124466,-0.930176
6171,-0.259277,-0.151276,-1.023087
6172,-0.260422,-0.090408,-0.921799
6173,-0.346161,-0.105499,-0.923019
6174,-0.341919,-0.116348,-0.952194
6175,-0.376801,-0.138977,-0.935593
6176,-0.353363,-0.121811,-0.929016
6177,-0.326767,-0.081772,-0.922333
6178,-0.377289,-0.140015,-1.048599
6179,-0.315536,-0.095276,-0.952652
6180,-0.295471,-0.129349,-0.944351
6181,-0.298218,-0.106415,-0.986099
6182,-0.304047,-0.109726,-0.873596
6183,-0.290207,-0.132767,-0.91008
6184,-0.339767,-0.083832,-0.964798
6185,-0.328186,-0.188828,-1.190735
6186,-0.3349,0.031219,-1.094208
6187,-0.251328,-0.228226,-1.144348
6188,-0.293991,-0.10347,-0.948349
6189,-0.103043,-0.153564,-0.838348
6190,-0.110016,-0.098618,-1.219742
6191,-0.04245,-0.094803,-1.006836
6192,0.069992,-0.039978,-0.790329
6193,0.134598,-0.103302,-0.990128
6194,0.006668,-0.112656,-1.149231
6195,-0.117813,-0.160095,-1.125076
6196,-0.094315,-0.142242,-1.009644
6197,-0.046631,-0.096176,-0.898804
6198,-0.070786,-0.042587,-0.945816
6199,-0.057755,-0.079575,-0.905594
6200,-0.100235,-0.000656,-0.759613
6201,-0.313339,-0.011078,-1.055725
6202,-0.4487,0.167725,-1.098175
6203,-0.295883,0.200974,-1.209961
6204,-0.248962,0.107269,-1.063126
6205,-0.202881,0.087555,-0.919678
6206,-0.183823,0.063278,-0.764893
6207,0.13028,-0.146515,-0.970444
6208,-0.129654,-0.045624,-1.051361
6209,-0.134705,0.044876,-1.045624
6210,-0.016556,-0.102325,-0.968277
6211,-0.079285,-0.028015,-0.947754
6212,-0.155869,-0.013809,-0.993942
6213,-0.062576,-0.043915,-1.012497
6214,-0.136292,0.004761,-1.080688
6215,-0.133377,-0.01059,-0.977737
6216,-0.156494,0.016449,-0.945862
6217,-0.225266,0.029587,-0.948547
6218,-0.239563,0.028717,-0.93634
6219,-0.160645,0.063141,-1.042892
6220,-0.160889,0.031174,-1.03952
6221,-0.183838,0.038132,-1.14325
6222,-0.204697,-0.000839,-0.969269
6223,-0.152573,0.034302,-1.009766
6224,-0.166794,0.014481,-0.932022
6225,-0.149017,0.031097,-0.999115
6226,-0.137146,0.064804,-1.106369
6227,-0.136658,0.016876,-1.013931
6228,-0.141403,0.043793,-1.017807
6229,-0.109238,0.018723,-0.905655
6230,-0.125473,0.016479,-0.957184
6231,-0.2061,0.001144,-1.122513
6232,-0.153641,0.043152,-1.03688
6233,-0.184174,0.006821,-1.016983
6234,-0.152908,-0.02858,-0.987091
6235,-0.118103,0.010162,-0.96312
6236,-0.141602,-0.022827,-1.008286
6237,-0.126663,-0.051361,-1.008453
6238,-0.110794,0.012711,-0.99646
6239,-0.107056,-0.031555,-1.006165
6240,-0.120575,-0.061752,-0.936661
6241,-0.11026,-0.00737,-0.996613
6242,-0.115097,-0.053162,-1.056595
6243,-0.156662,-0.107422,-1.007935
6244,-0.136322,-0.087616,-1.001572
6245,-0.126694,-0.096115,-0.973877
6246,-0.169205,-0.178085,-1.033859
6247,-0.176971,-0.201599,-0.96788
6248,-0.184006,-0.171173,-0.946915
6249,-0.202179,-0.188782,-1.011353
6250,-0.253296,-0.199814,-1.039124
6251,-0.1754,-0.23587,-0.983063
6252,-0.158417,-0.239319,-0.962891
6253,-0.101593,-0.255371,-0.928436
6254,-0.113007,-0.295776,-1.06015
6255,-0.168091,-0.306152,-1.108398
6256,-0.209869,-0.205231,-1.004761
6257,0.318512,-0.633118,-0.651825
6258,-0.178772,-0.272614,-0.774124
6259,-0.065765,-0.407425,-1.045425
6260,-0.131653,-0.332321,-1.081711
6261,-0.150055,-0.312286,-0.950211
6262,-0.184982,-0.41391,-0.880386
6263,-0.15274,-0.374054,-0.831268
6264,-0.150696,-0.380463,-0.977676
6265,-0.172104,-0.39447,-0.986633
6266,-0.177017,-0.376587,-0.967728
6267,-0.176788,-0.384644,-1.05542
6268,-0.197906,-0.339294,-0.977402
6269,-0.196777,-0.332184,-0.937119
6270,-0.255371,-0.389816,-0.932434
6271,-0.216965,-0.19989,-0.880035
6272,-0.32225,-0.158737,-1.014084
6273,-0.30368,-0.284073,-0.893036
6274,-0.284592,-0.177917,-0.97789
6275,-0.346649,-0.073349,-0.998352
6276,-0.326477,-0.243713,-0.977356
6277,-0.358536,-0.123184,-0.95668
6278,-0.350327,-0.072052,-0.998642
6279,-0.347458,-0.120377,-0.97612
6280,-0.337479,-0.037155,-0.998093
6281,-0.336731,-0.018661,-1.016266
6282,-0.382492,0.020432,-1.092911
6283,-0.2939,-0.033081,-0.969849
6284,-0.292084,0.031357,-0.874847
6285,-0.322144,0.091171,-0.890839
6286,-0.31398,0.095673,-0.968384
6287,-0.297897,0.093231,-0.931366
6288,-0.344269,0.087738,-0.95224
6289,-0.313263,0.083557,-0.947723
6290,-0.279694,0.053452,-0.947891
6291,-0.292633,0.042816,-1.001938
6292,-0.189377,-0.070435,-1.015381
6293,-0.10788,0.002792,-0.985825
6294,0.06134,0.001831,-1.001648
6295,0.160339,-0.11882,-0.943863
6296,0.05043,-0.108322,-0.916458
6297,0.025299,-0.042603,-0.976913
6298,0.016632,-0.082397,-0.98259
6299,-0.001465,-0.090927,-1.01387
6300,-0.010132,-0.060028,-1.029266
6301,0.041946,-0.124649,-1.032639
6302,0.132935,-0.199203,-0.976166
6303,0.142548,-0.160599,-0.953018
6304,0.20372,-0.205215,-0.947006
6305,0.229431,-0.205597,-0.970078
6306,0.183823,-0.234039,-1.006073
6307,0.138229,-0.261642,-1.055038
6308,0.094864,-0.253006,-0.953644
6309,0.15657,-0.237671,-0.962799
6310,0.171478,-0.261139,-0.960861
6311,0.1521,-0.270233,-0.922287
6312,0.151413,-0.28009,-0.968109
6313,0.168549,-0.27153,-1.031967
6314,0.154877,-0.286591,-1.013626
6315,0.152435,-0.27565,-0.887985
6316,0.202942,-0.342163,-0.863144
6317,0.120728,-0.32225,-0.989304
6318,0.250656,-0.3022,-0.994217
6319,0.299042,-0.280838,-0.971436
6320,0.261978,-0.378189,-0.87027
6321,0.293503,-0.314926,-0.934586
6322,0.268814,-0.352325,-0.880096
6323,0.324142,-0.44104,-0.912079
6324,0.290375,-0.388519,-1.014572
6325,0.267868,-0.32663,-0.966324
6326,0.265152,-0.384399,-0.85701
6327,0.237457,-0.336594,-0.776566
6328,0.232269,-0.321259,-0.89566
6329,0.247086,-0.286026,-1.031448
6330,0.250717,-0.336349,-0.993988
6331,0.313538,-0.362991,-0.891312
6332,0.341293,-0.402527,-0.996567
6333,0.35289,-0.358978,-0.963623
6334,0.415726,-0.399536,-0.936722
6335,0.279999,-0.352005,-0.969055
6336,0.301331,-0.326859,-0.915726
6337,0.240448,-0.328735,-0.9151
6338,0.245224,-0.302719,-0.814224
6339,0.276825,-0.234467,-0.950256
6340,0.2258,-0.211655,-0.853226
6341,0.224167,-0.204346,-0.870499
6342,0.205887,-0.19696,-0.758652
6343,0.263184,-0.141541,-0.907303
6344,0.264816,-0.165695,-0.849762
6345,0.272888,-0.159042,-1.065048
6346,0.280411,-0.099213,-0.969284
6347,0.273041,-0.127579,-0.924545
6348,0.274048,-0.100937,-0.929092
6349,0.236694,-0.034088,-0.987823
6350,0.281525,-0.015427,-0.908234
6351,0.290619,-0.00766,-0.911774
6352,0.239594,-0.003235,-0.88739
6353,0.268692,-0.027649,-0.905411
6354,0.29332,-0.004379,-0.943069
6355,0.242676,0.019836,-0.931976
6356,0.258224,0.030457,-0.953781
6357,0.241089,0.04332,-0.920914
6358,0.213516,0.06955,-0.883499
6359,0.223709,0.054276,-0.916794
6360,0.232056,0.062607,-0.964645
6361,0.240784,0.049026,-0.941864
6362,0.269257,0.037109,-1.05574
6363,0.264343,0.053162,-0.931091
6364,0.278778,0.052612,-1.035477
6365,0.22403,0.047333,-0.865906
6366,0.229889,0.067215,-0.966995
6367,0.272781,0.057953,-1.034912
6368,0.238251,0.038025,-0.934219
6369,0.253052,0.060623,-1.075546
6370,0.293213,-0.047714,-1.020523
6371,0.240204,-0.013947,-0.993881
6372,0.293457,-0.016464,-1.064499
6373,0.28479,-0.05513,-1.114426
6374,0.220856,-0.008301,-1.005005
6375,0.119888,0.033005,-0.797409
6376,0.105637,0.083694,-0.800201
6377,0.089905,0.056137,-0.920792
6378,0.07753,0.048401,-0.976486
6379,-0.005371,0.078659,-0.938034
6380,-0.028336,0.063965,-0.922729
6381,-0.099411,0.088898,-1.133408
6382,-0.077972,0.003098,-1.229889
6383,-0.090591,0.030151,-1.659805
6384,0.03035,0.123093,-0.953003
6385,0.041595,0.083481,-0.763306
6386,-0.031296,0.12796,-1.066666
6387,0.044769,0.07312,-1.177521
6388,0.04454,0.131973,-0.781174
6389,-0.015884,0.140121,-0.814728
6390,-0.113068,0.227356,-0.981476
6391,-0.03215,0.165649,-1.008331
6392,-0.049667,0.092712,-1.080917
6393,-0.066788,0.231964,-1.059525
6394,-0.026474,0.127563,-0.969742
6395,0.089355,0.117691,-0.849823
6396,0.107117,0.134903,-0.861801
6397,0.022171,0.251053,-1.061432
6398,0.147018,0.196869,-0.989761
6399,0.074005,0.231552,-1.117462
6400,0.018463,0.244034,-1.086517
6401,-0.104858,0.296829,-0.819321
6402,-0.043121,0.26503,-0.844391
6403,0.017868,0.20224,-1.034409
6404,-0.047028,0.279251,-0.891418
6405,0.065857,0.201096,-0.872467
6406,0.037842,0.341858,-0.896866
6407,0.054245,0.226318,-0.95845
6408,0.05687,0.273987,-0.974518
6409,0.030136,0.207138,-0.854843
6410,0.037415,0.213287,-1.197433
6411,0.015381,0.131165,-0.981842
6412,0.037537,0.139252,-0.984009
6413,0.04512,0.099533,-1.074081
6414,0.008499,0.080948,-1.162308
6415,0.042709,0.075317,-0.96965
6416,0.019287,0.236069,-0.954788
6417,0.027588,0.142593,-1.004486
6418,0.053604,0.162216,-0.951645
6419,0.032166,0.165817,-0.927994
6420,-0.017578,0.195816,-0.892975
6421,0.0242,0.190643,-0.923676
6422,0.024933,0.15979,-1.047745
6423,0.035721,0.133575,-1.049881
6424,0.049438,0.136948,-1.047455
6425,0.067276,0.155121,-0.972397
6426,0.088074,0.146179,-1.035965
6427,0.058777,0.165619,-0.928879
6428,0.08165,0.141235,-1.016739
6429,0.050278,0.171768,-0.992523
6430,0.033279,0.166428,-0.940567
6431,0.046051,0.181534,-0.972717
6432,0.037781,0.193802,-1.028992
6433,0.060303,0.183838,-0.999222
6434,0.070129,0.152634,-1.133041
6435,0.037704,0.121826,-0.994415
6436,0.052368,0.169205,-1.124283
6437,0.055664,0.120743,-1.020905
6438,0.064499,0.134659,-1.236511
6439,0.051636,0.116165,-1.12323
6440,0.064362,0.085785,-1.217041
6441,0.00975,0.143402,-0.991516
6442,0.005814,0.12381,-1.15419
6443,0.032776,0.102676,-1.097244
6444,0.019806,0.167191,-1.010162
6445,0.018066,0.137726,-0.911545
6446,0.01268,0.226532,-0.92984
6447,0.037643,0.14624,-1.01329
6448,0.015991,0.171021,-0.917816
6449,0.008423,0.164764,-0.877487
6450,-0.011444,0.185211,-0.815109
6451,-0.009384,0.200836,-1.064697
6452,0.033463,0.234711,-0.927536
6453,0.018021,0.205597,-1.036636
6454,0.011108,0.239014,-0.938095
6455,-0.01207,0.227509,-0.793625
6456,0.008835,0.240372,-1.171921
6457,0.022278,0.088074,-1.017548
6458,0.007538,0.162735,-1.020218
6459,0.03093,0.200317,-0.91806
6460,0.000595,0.159973,-1.086853
6461,0.019318,0.18898,-1.443024
6462,-0.019257,0.143616,-1.160843
6463,0.008636,0.158218,-1.075989
6464,0.019943,0.17485,-0.999283
6465,-0.000992,0.172531,-1.091232
6466,0.01445,0.184875,-1.06189
6467,0.053055,0.168228,-0.985352
6468,-0.025528,0.20639,-0.853333
6469,0.003281,0.241196,-1.002686
6470,0.019043,0.1707,-0.914017
6471,0.005753,0.210785,-1.11055
6472,0.010727,0.170532,-0.937836
6473,0.003845,0.250854,-1.030991
6474,0.005936,0.192413,-0.878662
6475,-0.005936,0.284897,-1.114899
6476,-0.002899,0.139267,-1.06839
6477,-0.006378,0.1819,-1.099045
6478,0.007416,0.232864,-1.01741
6479,0.001221,0.173355,-1.024918
6480,0.011078,0.188766,-1.120712
6481,0.082123,0.121658,-1.089706
6482,-0.001328,0.179428,-1.013611
6483,0.032837,0.13649,-0.888641
6484,-0.016418,0.175995,-0.915451
6485,0.002563,0.157532,-1.14505
6486,-0.011627,0.168945,-1.210159
6487,0.034225,0.132462,-0.985321
6488,0.030487,0.108109,-1.129822
6489,0.016342,0.187485,-0.837814
6490,0.005096,0.18689,-0.903564
6491,-0.003693,0.24292,-0.769714
6492,-0.001373,0.151901,-1.126083
6493,0.020035,0.174713,-1.100067
6494,0.029022,0.193771,-1.027451
6495,0.013779,0.225739,-0.787186
6496,0.029419,0.194885,-0.918686
6497,-0.01828,0.245651,-0.854492
6498,-0.022552,0.228195,-0.984482
6499,-0.004822,0.235535,-0.764526
6500,-0.006165,0.167633,-0.907333
6501,-0.016388,0.25441,-0.926956
6502,-0.016098,0.231964,-0.946289
6503,-0.002792,0.249725,-0.869476
6504,-0.009537,0.237244,-0.952942
6505,0.002274,0.210266,-0.90715
6506,0.024857,0.231216,-1.019989
6507,0.014984,0.280731,-0.878738
6508,-0.003586,0.284561,-0.911789
6509,-0.079468,0.275925,-0.864075
6510,-0.068405,0.177429,-1.115875
6511,0.014847,0.210205,-0.966766
6512,-0.175018,0.265503,-0.969467
6513,-0.208099,0.246399,-0.980057
6514,-0.170563,0.236481,-0.917435
6515,-0.133514,0.172791,-0.863464
6516,-0.219315,0.215271,-0.765808
6517,-0.227997,0.288483,-1.085754
6518,-0.182678,0.264206,-1.017349
6519,-0.17804,0.273102,-1.080154
6520,-0.246368,0.310226,-0.849838
6521,-0.14624,0.281891,-0.938187
6522,-0.16774,0.249847,-0.850723
6523,-0.144989,0.364029,-0.973053
6524,-0.079742,0.208832,-1.066727
6525,0.004211,0.206085,-0.9487
6526,0.150818,0.157333,-0.833389
6527,0.063019,0.274521,-0.774307
6528,0.00737,0.23732,-0.816147
6529,0.031937,0.271179,-0.966019
6530,0.203201,-0.174423,-0.849197
6531,0.235657,0.164047,-0.969803
6532,0.153931,0.274414,-1.255768
6533,0.196564,0.23793,-1.18219
6534,0.273758,0.178146,-1.000244
6535,0.111206,0.212204,-0.959229
6536,0.076813,0.227203,-0.837173
6537,-0.088608,0.184372,-0.725647
6538,-0.159592,0.172211,-0.484863
6539,0.133286,-0.025497,-0.956177
